accident_id,city,state,date,time,hour,day,month,year,day_of_week,is_weekend,peak_hour_indicator,festival_indicator,festival_impact,weather_condition,weather_severity,temperature,visibility,road_type,num_lanes,light_conditions,road_surface,traffic_density,latitude,longitude,urban_or_rural,speed_limit,congestion_level
ACC009485,Chandigarh,Chandigarh,2023-08-07,19:41,19,7,8,2023,0,0,1,0,0.0,Cloudy,0.3,36.1,4.41,Expressway,4,Dusk/Dawn,Icy,62.69,30.718086,76.777316,Rural,80,Medium
ACC009486,Ahmedabad,Ahmedabad,2023-10-08,17:21,17,8,10,2023,6,1,1,0,0.0,Storm,0.9,22.9,2.94,Expressway,2,Daylight,Dry,78.84,23.062286,72.597888,Rural,100,High
ACC009487,Bhopal,Bhopal,2024-07-10,03:03,3,10,7,2024,2,0,0,0,0.0,Cloudy,0.3,37.5,8.74,Expressway,4,Dark - unlit,Icy,49.97,23.379224,77.310813,Rural,80,Low
ACC009488,Indore,Indore,2024-04-03,17:55,17,3,4,2024,2,0,1,0,0.0,Rain,0.7,23.1,5.34,Highway,6,Dusk/Dawn,Muddy,98.18,22.646337,75.957195,Rural,80,High
ACC009489,Mumbai,Mumbai,2024-05-15,17:50,17,15,5,2024,2,0,1,0,0.0,Rain,0.7,34.0,2.6,Urban,1,Dark - unlit,Dry,72.97,18.939908,72.927857,Urban,60,High
ACC009490,Indore,Indore,2022-08-12,17:15,17,12,8,2022,4,0,1,0,0.0,Clear,0.1,23.4,5.64,Suburban,3,Dusk/Dawn,Wet,82.84,22.6107,75.773624,Urban,60,Medium
ACC009491,Chennai,Chennai,2024-02-16,19:42,19,16,2,2024,4,0,1,0,0.0,Clear,0.1,14.7,9.99,Urban,1,Dark - lit,Icy,100.0,13.212566,80.274186,Urban,40,High
ACC009492,Kochi,Kochi,2022-06-12,09:35,9,12,6,2022,6,1,1,0,0.0,Clear,0.1,23.3,5.1,Urban,2,Dark - unlit,Icy,54.87,9.981526,76.394032,Urban,60,High
ACC009493,Mumbai,Mumbai,2024-11-28,17:59,17,28,11,2024,3,0,1,0,0.0,Cloudy,0.3,32.9,9.34,Highway,2,Dark - unlit,Wet,75.84,19.215243,72.873518,Rural,80,High
ACC009494,Indore,Indore,2022-03-24,10:25,10,24,3,2022,3,0,1,0,0.0,Cloudy,0.3,30.4,9.88,Highway,3,Daylight,Wet,72.04,22.762654,75.904838,Rural,40,High
ACC009495,Bhopal,Bhopal,2023-12-31,18:32,18,31,12,2023,6,1,1,0,0.0,Rain,0.7,22.5,4.9,Highway,3,Dark - unlit,Muddy,40.83,23.273589,77.42322,Rural,40,High
ACC009496,Bhopal,Bhopal,2025-05-28,08:47,8,28,5,2025,2,0,1,0,0.0,Clear,0.1,28.2,6.96,Highway,3,Dusk/Dawn,Wet,60.93,23.161125,77.494364,Rural,60,Medium
ACC009497,Nagpur,Nagpur,2024-09-02,16:25,16,2,9,2024,0,0,0,0,0.0,Clear,0.1,32.0,3.49,Rural,6,Dusk/Dawn,Muddy,30.71,21.29465,78.940179,Rural,100,Low
ACC009498,Kochi,Kochi,2023-09-11,04:40,4,11,9,2023,0,0,0,0,0.0,Rain,0.7,19.7,0.5,Expressway,6,Dark - lit,Wet,72.09,10.068849,76.192388,Rural,50,Medium
ACC009499,Delhi,Delhi,2025-06-23,19:35,19,23,6,2025,0,0,1,0,0.0,Rain,0.7,27.4,5.56,Expressway,4,Dark - lit,Wet,68.41,28.654243,77.335178,Rural,80,High
ACC009500,Chennai,Chennai,2025-07-18,12:36,12,18,7,2025,4,0,0,0,0.0,Cloudy,0.3,25.9,8.63,Rural,3,Daylight,Dry,68.91,12.975642,80.197535,Rural,100,Low
ACC009501,Kochi,Kochi,2025-08-14,14:43,14,14,8,2025,3,0,0,0,0.0,Cloudy,0.3,21.5,10.0,Highway,1,Daylight,Icy,53.08,9.913656,76.215519,Rural,100,Low
ACC009502,Chennai,Chennai,2024-05-17,13:56,13,17,5,2024,4,0,0,0,0.0,Clear,0.1,27.5,10.0,Highway,2,Dusk/Dawn,Icy,25.51,13.020713,80.138785,Rural,40,Low
ACC009503,Jaipur,Jaipur,2022-02-14,01:58,1,14,2,2022,0,0,0,0,0.0,Cloudy,0.3,22.3,6.9,Urban,3,Dark - lit,Dry,52.12,27.003464,75.80791,Urban,50,Low
ACC009504,Pune,Pune,2023-07-04,15:51,15,4,7,2023,1,0,0,0,0.0,Cloudy,0.3,36.2,10.0,Rural,2,Dark - lit,Wet,40.1,18.58895,73.838142,Rural,80,Low
ACC009505,Chennai,Chennai,2023-09-30,18:41,18,30,9,2023,5,1,1,0,0.0,Haze,0.4,23.7,10.0,Highway,2,Dusk/Dawn,Wet,66.41,12.972754,80.255411,Rural,80,High
ACC009506,Kochi,Kochi,2022-11-30,17:17,17,30,11,2022,2,0,1,0,0.0,Cloudy,0.3,22.5,6.53,Rural,3,Daylight,Muddy,100.0,9.832178,76.300794,Rural,80,High
ACC009507,Pune,Pune,2022-09-20,18:28,18,20,9,2022,1,0,1,0,0.0,Cloudy,0.3,29.4,8.42,Rural,4,Daylight,Wet,47.22,18.612315,73.831989,Rural,80,Medium
ACC009508,Lucknow,Lucknow,2025-04-07,14:38,14,7,4,2025,0,0,0,0,0.0,Clear,0.1,33.3,10.0,Highway,4,Dark - lit,Wet,95.59,26.821261,81.096173,Rural,80,Medium
ACC009509,Lucknow,Lucknow,2022-05-31,10:13,10,31,5,2022,1,0,1,0,0.0,Rain,0.7,21.5,3.72,Highway,2,Daylight,Dry,54.22,26.749045,80.816928,Rural,100,High
ACC009510,Hyderabad,Hyderabad,2025-10-02,11:34,11,2,10,2025,3,0,0,1,0.8,Fog,0.6,29.5,6.95,Urban,4,Dusk/Dawn,Icy,70.46,17.320172,78.593732,Urban,60,Medium
ACC009511,Jaipur,Jaipur,2024-01-26,06:47,6,26,1,2024,4,0,0,1,0.8,Clear,0.1,26.9,4.53,Expressway,3,Dark - lit,Muddy,62.3,27.028741,75.784846,Rural,60,Low
ACC009512,Pune,Pune,2022-02-17,17:27,17,17,2,2022,3,0,1,0,0.0,Cloudy,0.3,31.0,5.86,Urban,3,Dark - unlit,Wet,63.91,18.480405,74.006445,Urban,100,High
ACC009513,Bangalore,Bangalore,2024-04-19,10:05,10,19,4,2024,4,0,1,0,0.0,Rain,0.7,38.3,3.52,Suburban,4,Daylight,Wet,75.5,13.007154,77.633691,Urban,50,High
ACC009514,Bhopal,Bhopal,2023-05-18,23:44,23,18,5,2023,3,0,0,0,0.0,Clear,0.1,26.0,7.53,Highway,2,Dark - lit,Muddy,85.77,23.204475,77.53762,Rural,60,Low
ACC009515,Chandigarh,Chandigarh,2025-09-11,12:47,12,11,9,2025,3,0,0,0,0.0,Cloudy,0.3,25.0,10.0,Rural,2,Dark - unlit,Dry,28.97,30.856876,76.714917,Rural,50,Low
ACC009516,Hyderabad,Hyderabad,2024-03-10,17:56,17,10,3,2024,6,1,1,0,0.0,Rain,0.7,24.8,2.24,Urban,3,Daylight,Wet,100.0,17.349802,78.498199,Urban,60,High
ACC009517,Pune,Pune,2025-10-18,19:55,19,18,10,2025,5,1,1,0,0.0,Storm,0.9,21.6,6.48,Highway,3,Dark - lit,Wet,95.17,18.563186,73.859021,Rural,80,High
ACC009518,Jaipur,Jaipur,2025-10-14,13:19,13,14,10,2025,1,0,0,0,0.0,Clear,0.1,27.5,4.56,Urban,4,Dark - unlit,Wet,70.11,26.869747,75.68938,Urban,80,Low
ACC009519,Bangalore,Bangalore,2022-08-28,12:36,12,28,8,2022,6,1,0,0,0.0,Fog,0.6,30.3,6.11,Expressway,2,Dark - unlit,Muddy,5.97,13.044492,77.498146,Rural,100,Low
ACC009520,Delhi,Delhi,2023-10-28,18:27,18,28,10,2023,5,1,1,0,0.0,Rain,0.7,25.0,6.2,Highway,3,Dark - lit,Dry,90.65,28.515171,77.060288,Rural,50,High
ACC009521,Bangalore,Bangalore,2023-08-13,15:23,15,13,8,2023,6,1,0,0,0.0,Storm,0.9,16.0,2.48,Highway,2,Dusk/Dawn,Icy,47.76,13.063672,77.533754,Rural,60,Medium
ACC009522,Bhopal,Bhopal,2023-04-28,00:41,0,28,4,2023,4,0,0,0,0.0,Clear,0.1,29.2,5.38,Expressway,2,Dark - lit,Icy,5.1,23.344855,77.439744,Rural,50,Low
ACC009523,Bhopal,Bhopal,2022-04-25,14:15,14,25,4,2022,0,0,0,0,0.0,Cloudy,0.3,26.8,7.51,Suburban,2,Dark - unlit,Dry,55.25,23.219233,77.503555,Urban,40,Low
ACC009524,Lucknow,Lucknow,2025-06-12,00:27,0,12,6,2025,3,0,0,0,0.0,Clear,0.1,27.0,7.92,Highway,3,Dusk/Dawn,Dry,8.49,26.839351,80.931637,Rural,100,Low
ACC009525,Ahmedabad,Ahmedabad,2023-05-23,08:29,8,23,5,2023,1,0,1,0,0.0,Fog,0.6,32.4,6.95,Expressway,3,Daylight,Wet,50.05,23.162224,72.66983,Rural,80,High
ACC009526,Hyderabad,Hyderabad,2023-05-30,08:21,8,30,5,2023,1,0,1,0,0.0,Haze,0.4,29.1,6.9,Rural,3,Dark - lit,Icy,97.31,17.369885,78.358882,Rural,40,High
ACC009527,Lucknow,Lucknow,2023-05-13,04:38,4,13,5,2023,5,1,0,0,0.0,Haze,0.4,19.8,5.12,Rural,1,Dusk/Dawn,Muddy,28.11,26.816858,80.994106,Rural,80,Medium
ACC009528,Kolkata,Kolkata,2022-08-27,20:39,20,27,8,2022,5,1,1,0,0.0,Cloudy,0.3,23.3,7.11,Highway,2,Dark - unlit,Icy,85.1,22.699537,88.22583,Rural,80,High
ACC009529,Hyderabad,Hyderabad,2022-12-11,21:30,21,11,12,2022,6,1,0,0,0.0,Haze,0.4,26.4,10.0,Urban,2,Dusk/Dawn,Wet,27.13,17.275268,78.35555,Urban,100,Medium
ACC009530,Hyderabad,Hyderabad,2022-07-12,22:44,22,12,7,2022,1,0,0,0,0.0,Cloudy,0.3,12.8,3.89,Rural,3,Dusk/Dawn,Icy,52.03,17.518767,78.495567,Rural,40,Low
ACC009531,Hyderabad,Hyderabad,2025-01-19,14:42,14,19,1,2025,6,1,0,0,0.0,Cloudy,0.3,28.1,9.19,Rural,3,Daylight,Dry,51.61,17.332208,78.435602,Rural,60,Low
ACC009532,Chandigarh,Chandigarh,2022-04-24,18:32,18,24,4,2022,6,1,1,0,0.0,Storm,0.9,26.5,2.93,Rural,2,Dark - lit,Dry,100.0,30.641938,76.670476,Rural,40,High
ACC009533,Mumbai,Mumbai,2022-09-17,00:12,0,17,9,2022,5,1,0,0,0.0,Cloudy,0.3,33.9,7.4,Expressway,4,Dusk/Dawn,Dry,37.9,18.99118,72.826724,Rural,80,Low
ACC009534,Bhopal,Bhopal,2024-03-22,14:59,14,22,3,2024,4,0,0,0,0.0,Cloudy,0.3,27.7,6.24,Suburban,4,Dusk/Dawn,Icy,71.68,23.166155,77.489212,Urban,80,Low
ACC009535,Indore,Indore,2025-01-18,05:55,5,18,1,2025,5,1,0,0,0.0,Clear,0.1,26.0,7.87,Highway,3,Dusk/Dawn,Dry,55.42,22.590009,75.973692,Rural,80,Low
ACC009536,Kolkata,Kolkata,2022-01-13,13:51,13,13,1,2022,3,0,0,0,0.0,Rain,0.7,25.5,2.12,Highway,3,Daylight,Wet,79.08,22.60337,88.230969,Rural,50,Low
ACC009537,Mumbai,Mumbai,2022-12-29,19:32,19,29,12,2022,3,0,1,0,0.0,Cloudy,0.3,41.4,6.96,Highway,2,Dark - lit,Dry,74.29,19.05625,72.837973,Rural,40,High
ACC009538,Indore,Indore,2024-12-23,10:22,10,23,12,2024,0,0,1,0,0.0,Cloudy,0.3,37.7,7.98,Rural,1,Dark - lit,Wet,70.28,22.853941,75.708681,Rural,50,High
ACC009539,Bhopal,Bhopal,2023-01-22,05:33,5,22,1,2023,6,1,0,0,0.0,Storm,0.9,15.6,1.94,Expressway,2,Dusk/Dawn,Muddy,14.98,23.308093,77.298722,Rural,60,Medium
ACC009540,Kochi,Kochi,2023-09-01,20:51,20,1,9,2023,4,0,1,0,0.0,Fog,0.6,29.9,3.34,Suburban,2,Daylight,Wet,77.6,10.02232,76.375123,Urban,100,High
ACC009541,Jaipur,Jaipur,2022-12-16,08:34,8,16,12,2022,4,0,1,0,0.0,Clear,0.1,28.2,6.88,Urban,2,Daylight,Dry,89.16,27.027713,75.759135,Urban,100,High
ACC009542,Kochi,Kochi,2025-05-12,12:13,12,12,5,2025,0,0,0,0,0.0,Haze,0.4,36.7,10.0,Urban,3,Daylight,Wet,66.9,9.842887,76.347906,Urban,50,Medium
ACC009543,Kochi,Kochi,2024-06-01,08:28,8,1,6,2024,5,1,1,0,0.0,Rain,0.7,32.2,2.14,Urban,2,Dark - lit,Icy,74.67,9.943911,76.414639,Urban,80,High
ACC009544,Nagpur,Nagpur,2023-10-08,07:38,7,8,10,2023,6,1,1,0,0.0,Rain,0.7,18.5,6.07,Urban,4,Dark - lit,Wet,99.73,21.132436,79.011617,Urban,100,High
ACC009545,Jaipur,Jaipur,2025-02-14,09:29,9,14,2,2025,4,0,1,0,0.0,Cloudy,0.3,31.1,8.22,Rural,4,Dark - unlit,Icy,76.03,26.861657,75.777804,Rural,40,High
ACC009546,Indore,Indore,2025-05-28,06:05,6,28,5,2025,2,0,0,0,0.0,Haze,0.4,20.2,7.18,Rural,2,Dark - unlit,Wet,51.2,22.764139,75.789941,Rural,60,Medium
ACC009547,Lucknow,Lucknow,2025-03-21,13:51,13,21,3,2025,4,0,0,0,0.0,Fog,0.6,23.0,6.35,Urban,3,Dark - lit,Icy,29.35,26.916488,81.048751,Urban,100,Low
ACC009548,Kolkata,Kolkata,2023-03-23,21:09,21,23,3,2023,3,0,0,0,0.0,Haze,0.4,25.9,10.0,Expressway,2,Dark - unlit,Wet,32.14,22.618919,88.338136,Rural,80,Low
ACC009549,Lucknow,Lucknow,2022-05-09,12:36,12,9,5,2022,0,0,0,0,0.0,Clear,0.1,36.5,9.76,Rural,4,Dark - unlit,Dry,78.42,26.903297,80.990962,Rural,40,Low
ACC009550,Nagpur,Nagpur,2023-04-10,11:26,11,10,4,2023,0,0,0,0,0.0,Clear,0.1,30.9,9.27,Urban,6,Dusk/Dawn,Icy,43.17,21.005989,78.98107,Urban,50,Low
ACC009551,Ahmedabad,Ahmedabad,2023-01-08,03:40,3,8,1,2023,6,1,0,0,0.0,Clear,0.1,30.8,5.35,Suburban,2,Dark - lit,Dry,65.46,22.966757,72.591783,Urban,60,Low
ACC009552,Chennai,Chennai,2022-12-31,20:24,20,31,12,2022,5,1,1,0,0.0,Clear,0.1,29.8,7.55,Urban,4,Dark - unlit,Icy,60.32,12.966496,80.276551,Urban,40,High
ACC009553,Pune,Pune,2025-10-11,10:56,10,11,10,2025,5,1,1,0,0.0,Clear,0.1,24.4,8.37,Highway,3,Daylight,Dry,79.12,18.544715,73.904608,Rural,40,Medium
ACC009554,Kochi,Kochi,2023-05-15,08:11,8,15,5,2023,0,0,1,0,0.0,Rain,0.7,25.9,7.06,Rural,3,Dark - unlit,Dry,82.89,10.022882,76.222344,Rural,50,High
ACC009555,Kochi,Kochi,2022-07-07,21:57,21,7,7,2022,3,0,0,0,0.0,Cloudy,0.3,36.3,10.0,Highway,3,Dark - lit,Muddy,16.14,9.813499,76.381724,Rural,60,Low
ACC009556,Nagpur,Nagpur,2023-01-31,13:27,13,31,1,2023,1,0,0,0,0.0,Clear,0.1,31.4,5.68,Expressway,3,Dark - lit,Muddy,79.08,21.026025,79.104008,Rural,50,Low
ACC009557,Nagpur,Nagpur,2022-01-15,11:23,11,15,1,2022,5,1,0,0,0.0,Haze,0.4,19.1,5.82,Highway,2,Daylight,Dry,73.36,21.195121,79.129525,Rural,80,Medium
ACC009558,Pune,Pune,2022-11-28,11:39,11,28,11,2022,0,0,0,0,0.0,Clear,0.1,23.7,6.92,Urban,4,Dark - lit,Wet,68.7,18.378154,73.795184,Urban,100,Low
ACC009559,Pune,Pune,2024-10-22,08:49,8,22,10,2024,1,0,1,0,0.0,Fog,0.6,26.5,0.5,Urban,4,Daylight,Dry,68.61,18.634883,73.956406,Urban,80,High
ACC009560,Chennai,Chennai,2024-06-30,12:29,12,30,6,2024,6,1,0,0,0.0,Storm,0.9,16.4,2.75,Highway,2,Daylight,Dry,55.69,13.201875,80.34588,Rural,80,High
ACC009561,Bhopal,Bhopal,2024-10-23,20:31,20,23,10,2024,2,0,1,0,0.0,Storm,0.9,26.5,5.1,Highway,4,Dark - unlit,Icy,47.79,23.157178,77.559971,Rural,40,High
ACC009562,Bhopal,Bhopal,2022-03-08,09:41,9,8,3,2022,1,0,1,1,0.8,Rain,0.7,20.0,5.98,Rural,2,Dark - lit,Wet,72.51,23.356725,77.276869,Rural,50,High
ACC009563,Indore,Indore,2024-09-12,18:23,18,12,9,2024,3,0,1,0,0.0,Haze,0.4,30.0,4.31,Highway,4,Dark - unlit,Muddy,100.0,22.615295,75.977295,Rural,50,High
ACC009564,Hyderabad,Hyderabad,2023-06-24,18:05,18,24,6,2023,5,1,1,0,0.0,Rain,0.7,34.5,5.94,Expressway,2,Daylight,Dry,43.89,17.404269,78.362527,Rural,40,High
ACC009565,Mumbai,Mumbai,2023-04-13,09:06,9,13,4,2023,3,0,1,0,0.0,Cloudy,0.3,30.9,6.22,Urban,1,Dusk/Dawn,Wet,38.59,19.1942,72.908182,Urban,60,High
ACC009566,Lucknow,Lucknow,2025-07-09,19:28,19,9,7,2025,2,0,1,0,0.0,Rain,0.7,13.3,6.11,Expressway,3,Dusk/Dawn,Icy,100.0,26.86903,80.960339,Rural,40,High
ACC009567,Mumbai,Mumbai,2022-04-07,11:34,11,7,4,2022,3,0,0,0,0.0,Rain,0.7,22.9,5.72,Urban,1,Dark - lit,Muddy,40.89,19.068156,72.755406,Urban,60,Medium
ACC009568,Bhopal,Bhopal,2022-05-03,15:20,15,3,5,2022,1,0,0,0,0.0,Rain,0.7,18.9,3.86,Urban,1,Dark - unlit,Muddy,31.29,23.337695,77.423723,Urban,100,Medium
ACC009569,Pune,Pune,2025-02-14,09:22,9,14,2,2025,4,0,1,0,0.0,Clear,0.1,27.0,9.72,Urban,4,Daylight,Icy,51.98,18.557034,73.893436,Urban,100,High
ACC009570,Chandigarh,Chandigarh,2024-10-11,15:31,15,11,10,2024,4,0,0,0,0.0,Rain,0.7,21.6,5.67,Urban,3,Dark - unlit,Muddy,45.99,30.652388,76.765933,Urban,40,Medium
ACC009571,Kochi,Kochi,2023-08-05,17:18,17,5,8,2023,5,1,1,0,0.0,Haze,0.4,36.3,10.0,Urban,6,Dusk/Dawn,Icy,79.23,9.814549,76.240935,Urban,40,High
ACC009572,Bhopal,Bhopal,2022-06-18,22:46,22,18,6,2022,5,1,0,0,0.0,Clear,0.1,38.8,10.0,Highway,3,Dark - lit,Icy,45.41,23.310596,77.507046,Rural,50,Low
ACC009573,Jaipur,Jaipur,2023-09-01,09:44,9,1,9,2023,4,0,1,0,0.0,Cloudy,0.3,27.8,8.4,Highway,3,Dark - lit,Muddy,77.42,26.807928,75.85579,Rural,60,Medium
ACC009574,Ahmedabad,Ahmedabad,2024-02-12,19:34,19,12,2,2024,0,0,1,0,0.0,Clear,0.1,28.0,6.71,Rural,2,Dark - lit,Dry,74.38,23.003554,72.539587,Rural,60,Medium
ACC009575,Chandigarh,Chandigarh,2022-04-13,07:49,7,13,4,2022,2,0,1,0,0.0,Cloudy,0.3,26.3,7.4,Urban,2,Dark - lit,Muddy,67.51,30.814013,76.640089,Urban,60,High
ACC009576,Nagpur,Nagpur,2022-06-06,19:57,19,6,6,2022,0,0,1,0,0.0,Rain,0.7,15.5,7.24,Expressway,2,Daylight,Wet,57.68,21.229057,79.084917,Rural,50,High
ACC009577,Pune,Pune,2022-08-29,12:45,12,29,8,2022,0,0,0,0,0.0,Fog,0.6,23.2,5.24,Rural,3,Dark - lit,Dry,55.92,18.433539,73.87252,Rural,50,Low
ACC009578,Hyderabad,Hyderabad,2024-03-18,18:41,18,18,3,2024,0,0,1,0,0.0,Clear,0.1,23.5,8.66,Urban,3,Dark - unlit,Dry,82.28,17.50005,78.585652,Urban,40,Medium
ACC009579,Delhi,Delhi,2024-02-18,19:12,19,18,2,2024,6,1,1,0,0.0,Rain,0.7,23.6,3.68,Urban,3,Dark - unlit,Muddy,74.7,28.519282,77.355072,Urban,60,High
ACC009580,Pune,Pune,2024-01-04,15:46,15,4,1,2024,3,0,0,0,0.0,Clear,0.1,34.3,7.88,Expressway,2,Daylight,Icy,56.85,18.584588,73.785744,Rural,40,Low
ACC009581,Lucknow,Lucknow,2023-03-01,18:17,18,1,3,2023,2,0,1,0,0.0,Rain,0.7,24.0,6.93,Urban,2,Dark - unlit,Wet,99.95,26.782454,80.958623,Urban,50,High
ACC009582,Ahmedabad,Ahmedabad,2022-02-25,10:48,10,25,2,2022,4,0,1,0,0.0,Clear,0.1,31.5,9.29,Urban,3,Daylight,Muddy,53.89,23.135245,72.708562,Urban,50,High
ACC009583,Delhi,Delhi,2025-06-29,16:28,16,29,6,2025,6,1,0,0,0.0,Rain,0.7,28.9,5.17,Highway,4,Dusk/Dawn,Wet,90.92,28.663092,77.070515,Rural,60,Medium
ACC009584,Kochi,Kochi,2023-10-31,05:36,5,31,10,2023,1,0,0,0,0.0,Rain,0.7,28.8,6.87,Expressway,2,Dark - unlit,Muddy,59.25,10.031273,76.394905,Rural,100,Medium
ACC009585,Bhopal,Bhopal,2025-08-23,08:52,8,23,8,2025,5,1,1,0,0.0,Haze,0.4,33.9,5.07,Highway,3,Dusk/Dawn,Icy,50.66,23.316473,77.267546,Rural,50,High
ACC009586,Delhi,Delhi,2023-02-17,07:04,7,17,2,2023,4,0,1,0,0.0,Clear,0.1,29.1,8.81,Urban,3,Dusk/Dawn,Wet,83.05,28.756876,77.174994,Urban,100,High
ACC009587,Lucknow,Lucknow,2023-02-25,13:25,13,25,2,2023,5,1,0,0,0.0,Cloudy,0.3,31.6,10.0,Rural,2,Dark - lit,Dry,64.43,26.956579,80.965957,Rural,80,Medium
ACC009588,Kochi,Kochi,2025-07-31,20:42,20,31,7,2025,3,0,1,0,0.0,Cloudy,0.3,29.3,8.61,Urban,3,Dark - lit,Icy,95.18,9.884605,76.180413,Urban,100,High
ACC009589,Ahmedabad,Ahmedabad,2024-08-20,16:15,16,20,8,2024,1,0,0,0,0.0,Cloudy,0.3,34.4,4.2,Expressway,4,Dusk/Dawn,Wet,52.34,22.976005,72.556225,Rural,40,Low
ACC009590,Ahmedabad,Ahmedabad,2024-11-01,22:38,22,1,11,2024,4,0,0,0,0.0,Clear,0.1,29.8,10.0,Rural,3,Dark - lit,Muddy,52.35,23.142507,72.6722,Rural,60,Low
ACC009591,Kolkata,Kolkata,2022-04-11,16:23,16,11,4,2022,0,0,0,0,0.0,Clear,0.1,37.3,8.16,Urban,3,Dusk/Dawn,Dry,57.32,22.622729,88.284565,Urban,60,Medium
ACC009592,Nagpur,Nagpur,2024-08-23,05:00,5,23,8,2024,4,0,0,0,0.0,Fog,0.6,24.2,5.68,Rural,2,Daylight,Wet,30.21,21.136278,79.124106,Rural,40,Low
ACC009593,Hyderabad,Hyderabad,2025-04-29,08:08,8,29,4,2025,1,0,1,0,0.0,Rain,0.7,19.1,4.49,Urban,3,Dark - unlit,Dry,31.94,17.295072,78.417168,Urban,60,High
ACC009594,Mumbai,Mumbai,2025-10-30,11:16,11,30,10,2025,3,0,0,0,0.0,Cloudy,0.3,35.4,10.0,Expressway,6,Daylight,Dry,80.34,18.953777,72.833538,Rural,60,Low
ACC009595,Delhi,Delhi,2023-07-16,16:55,16,16,7,2023,6,1,0,0,0.0,Rain,0.7,27.6,5.9,Highway,2,Daylight,Dry,70.09,28.629811,77.148363,Rural,100,Medium
ACC009596,Kolkata,Kolkata,2025-03-19,19:28,19,19,3,2025,2,0,1,0,0.0,Clear,0.1,31.1,8.74,Expressway,3,Dark - unlit,Dry,33.49,22.551593,88.362265,Rural,80,Medium
ACC009597,Chennai,Chennai,2024-05-19,17:04,17,19,5,2024,6,1,1,0,0.0,Clear,0.1,31.3,9.79,Urban,4,Dark - lit,Wet,98.25,13.07665,80.150153,Urban,40,High
ACC009598,Kolkata,Kolkata,2022-12-26,20:17,20,26,12,2022,0,0,1,0,0.0,Clear,0.1,31.8,5.61,Urban,2,Dark - lit,Wet,49.24,22.449151,88.299067,Urban,40,High
ACC009599,Mumbai,Mumbai,2022-06-16,16:48,16,16,6,2022,3,0,0,0,0.0,Rain,0.7,25.3,5.98,Urban,2,Daylight,Dry,32.33,18.93421,72.870304,Urban,80,Medium
ACC009600,Lucknow,Lucknow,2024-02-06,15:50,15,6,2,2024,1,0,0,0,0.0,Fog,0.6,35.4,3.59,Suburban,3,Dark - lit,Muddy,17.32,26.897036,80.914424,Urban,50,Low
ACC009601,Indore,Indore,2024-04-21,10:01,10,21,4,2024,6,1,1,0,0.0,Cloudy,0.3,28.8,7.79,Suburban,3,Daylight,Wet,100.0,22.849902,75.793126,Urban,40,High
ACC009602,Bhopal,Bhopal,2025-05-21,15:33,15,21,5,2025,2,0,0,0,0.0,Cloudy,0.3,24.1,6.74,Highway,2,Dusk/Dawn,Muddy,31.4,23.266132,77.422414,Rural,60,Low
ACC009603,Lucknow,Lucknow,2024-12-26,22:57,22,26,12,2024,3,0,0,0,0.0,Cloudy,0.3,22.4,6.3,Urban,2,Dark - lit,Dry,39.36,26.975343,80.863415,Urban,50,Medium
ACC009604,Nagpur,Nagpur,2022-05-19,20:09,20,19,5,2022,3,0,1,0,0.0,Clear,0.1,26.6,8.48,Urban,4,Dusk/Dawn,Wet,99.21,21.075164,79.028295,Urban,60,High
ACC009605,Delhi,Delhi,2024-07-25,19:47,19,25,7,2024,3,0,1,0,0.0,Haze,0.4,21.8,9.87,Rural,2,Dark - lit,Wet,45.64,28.527629,77.309136,Rural,80,High
ACC009606,Ahmedabad,Ahmedabad,2025-09-05,01:13,1,5,9,2025,4,0,0,0,0.0,Clear,0.1,23.4,7.07,Urban,2,Daylight,Dry,58.0,23.151992,72.691105,Urban,100,Medium
ACC009607,Chennai,Chennai,2023-08-27,15:46,15,27,8,2023,6,1,0,0,0.0,Clear,0.1,22.6,8.99,Highway,2,Dark - lit,Wet,54.01,13.130159,80.178876,Rural,50,Low
ACC009608,Chandigarh,Chandigarh,2022-06-16,09:24,9,16,6,2022,3,0,1,0,0.0,Clear,0.1,21.8,9.16,Urban,2,Dark - lit,Icy,61.13,30.821545,76.799217,Urban,80,High
ACC009609,Bhopal,Bhopal,2024-01-16,12:33,12,16,1,2024,1,0,0,0,0.0,Cloudy,0.3,21.6,7.97,Expressway,1,Dark - unlit,Muddy,30.71,23.157222,77.389351,Rural,100,Low
ACC009610,Lucknow,Lucknow,2022-10-15,16:36,16,15,10,2022,5,1,0,0,0.0,Fog,0.6,27.3,4.5,Urban,3,Daylight,Wet,70.7,26.774586,80.86036,Urban,50,Medium
ACC009611,Bangalore,Bangalore,2022-06-05,09:06,9,5,6,2022,6,1,1,0,0.0,Clear,0.1,27.1,9.73,Urban,3,Daylight,Wet,40.06,12.899003,77.707869,Urban,80,High
ACC009612,Delhi,Delhi,2024-07-20,02:25,2,20,7,2024,5,1,0,0,0.0,Fog,0.6,17.2,5.74,Rural,6,Dusk/Dawn,Dry,60.06,28.574012,77.162895,Rural,50,Low
ACC009613,Pune,Pune,2022-02-09,18:46,18,9,2,2022,2,0,1,0,0.0,Clear,0.1,24.6,10.0,Rural,3,Daylight,Muddy,71.91,18.500931,73.892448,Rural,80,Medium
ACC009614,Chennai,Chennai,2022-10-15,10:40,10,15,10,2022,5,1,1,0,0.0,Cloudy,0.3,30.9,10.0,Urban,2,Dark - lit,Dry,100.0,13.149731,80.256268,Urban,80,High
